X,Sample.ID,Download.Source,TLD,Download.Speed,Ping.Time.To.Server,File.Size.Bytes,How.Many.Times.File.Seen,Executable.Code.Maybe.Present.in.Headers,Calls.To.Low.level.System.Libraries,Evidence.of.Code.Obfuscation,Threads.Started,Mean.Word.Length.of.Extracted.Strings,Similarity.Score,Actually.Malicious,Initial.Statistical.Analysis
42722,151562,Well Known Software Download Websites,.net,Less than 100 KB/s,468,11056532,640,YES,1146,NO,1,5.29,1.256408,NO,Correctly Identified as Clean
42725,151578,Well Known Software Download Websites,.edu,Less than 100 KB/s,557,2728680,672,YES,220,YES,1,4.29,-0.5832484,NO,Correctly Identified as Clean
42728,151593,Linked Directly to Google Search Result,.net,Less than 100 KB/s,117,1409078,566,YES,109,YES,1,5.18,-1.501636,YES,Correctly Identified as Malware
42732,151613,Well Known Software Download Websites,.com,1MB/s to 10MB/s,831,10046683,478,NO,1010,YES,1,4.67,0.9375431,YES,Correctly Identified as Malware
42734,151621,Well Known Software Download Websites,.net,Less than 100 KB/s,78,4913714,523,NO,423,NO,1,5.38,0.3108631,NO,Correctly Identified as Clean
42743,151647,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,617,17147646,507,NO,2135,YES,1,4.93,0.7446634,YES,Incorrectly Identified as Clean
42746,151652,University Web Pages,.net,1MB/s to 10MB/s,262,12560344,578,YES,1362,YES,1,4.84,1.574907,NO,Incorrectly Identified as Malware
42748,151666,Well Known Software Download Websites,.net,Less than 100 KB/s,89,7712043,658,NO,723,NO,1,5.13,0.001599079,NO,Correctly Identified as Clean
42749,151667,Well Known Software Download Websites,.com,Less than 100 KB/s,199,3117075,546,NO,254,YES,1,5.68,1.04113,YES,Correctly Identified as Malware
42750,151669,Well Known Software Download Websites,.com,1MB/s to 10MB/s,177,5453139,474,NO,477,NO,1,4.74,-1.015902,YES,Correctly Identified as Malware
42753,151678,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,357,4748179,558,NO,407,NO,1,4.47,0.231043,YES,Correctly Identified as Malware
42756,151683,Linked Directly to Google Search Result,.com,Less than 100 KB/s,85,715786,530,NO,54,NO,1,4.83,-1.201868,NO,Correctly Identified as Clean
42758,151687,Well Known Software Download Websites,.com,Less than 100 KB/s,50,1761015,605,NO,138,NO,1,4.68,-0.2563963,NO,Correctly Identified as Clean
42760,151697,Well Known Software Download Websites,.net,Less than 100 KB/s,211,16684961,581,NO,2049,NO,1,5.1,0.1136675,NO,Correctly Identified as Clean
42764,151726,Well Known Software Download Websites,.net,Less than 100 KB/s,113,6199881,457,YES,555,YES,1,5.45,0.1989863,YES,Correctly Identified as Malware
42767,151732,Wordpress Powered Web Site,.edu,1MB/s to 10MB/s,71,9068730,578,YES,885,NO,1,5.57,-1.00802,YES,Correctly Identified as Malware
42770,151741,Linked Directly to Google Search Result,.com,Less than 100 KB/s,368,4155226,548,YES,350,NO,1,5.52,2.225767,NO,Correctly Identified as Clean
42771,151743,Linked Directly to Google Search Result,.net,Less than 100 KB/s,482,10035763,651,NO,1009,YES,1,4.41,0.6093965,NO,Incorrectly Identified as Malware
42774,151751,Well Known Software Download Websites,.com,Less than 100 KB/s,449,15165477,553,YES,1779,YES,1,5.68,-1.117827,YES,Correctly Identified as Malware
42782,151776,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,234,6317129,492,YES,568,YES,1,4.34,-1.572247,YES,Incorrectly Identified as Clean
42783,151777,Linked Directly to Google Search Result,.com,Less than 100 KB/s,612,12643850,576,NO,1375,YES,1,5.81,1.116345,YES,Correctly Identified as Malware
42787,151790,Well Known Software Download Websites,.net,Less than 100 KB/s,143,3340625,566,YES,274,NO,1,4.49,-0.8390107,YES,Incorrectly Identified as Clean
42789,151797,Well Known Software Download Websites,.com,1MB/s to 10MB/s,46,9667771,556,NO,961,YES,1,4.55,-0.6832346,YES,Correctly Identified as Malware
42795,151818,Linked Directly to Google Search Result,.net,Less than 100 KB/s,27,4490976,522,NO,382,YES,1,5.44,0.4368161,YES,Correctly Identified as Malware
42805,151871,Linked Directly to Google Search Result,.net,Less than 100 KB/s,53,8837593,651,NO,857,NO,1,5.6,-0.5046156,NO,Incorrectly Identified as Malware
42810,151883,Well Known Software Download Websites,.gov,Less than 100 KB/s,941,14097014,564,YES,1601,NO,1,4.94,-0.04498012,NO,Correctly Identified as Clean
42812,151886,Well Known Software Download Websites,.net,Less than 100 KB/s,300,989792,570,YES,75,YES,1,4.98,-1.573079,YES,Incorrectly Identified as Clean
42813,151894,Git Repository,.net,1MB/s to 10MB/s,586,6425541,561,NO,579,YES,1,4.72,0.3929678,YES,Correctly Identified as Malware
42817,151913,University Web Pages,.net,Less than 100 KB/s,52,7463147,636,NO,694,YES,1,4.01,0.1478839,NO,Correctly Identified as Clean
42821,151921,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,539,13441988,599,NO,1497,NO,1,5.21,-1.005617,NO,Correctly Identified as Clean
42823,151928,Well Known Software Download Websites,.net,Less than 100 KB/s,369,245038,567,YES,18,YES,1,5.51,-0.9221096,YES,Incorrectly Identified as Clean
42824,151931,Well Known Software Download Websites,.com,Less than 100 KB/s,721,4847439,478,NO,417,NO,1,4.96,2.176152,YES,Correctly Identified as Malware
42825,151933,Well Known Software Download Websites,.net,Less than 100 KB/s,222,11272049,471,NO,1176,NO,1,5.61,0.1656359,YES,Correctly Identified as Malware
42829,151941,Linked Directly to Google Search Result,.net,Less than 100 KB/s,633,3156991,580,NO,258,NO,1,5.73,-0.4800235,NO,Incorrectly Identified as Malware
42835,151958,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,68,13200681,529,YES,1460,NO,1,5.03,-1.06325,NO,Correctly Identified as Clean
42837,151962,Well Known Software Download Websites,.gov,Less than 100 KB/s,28,1869347,447,NO,147,YES,1,5.55,-0.05801005,NO,Incorrectly Identified as Malware
42842,151987,Linked Directly to Google Search Result,.com,Less than 100 KB/s,143,25463433,630,NO,4070,YES,1,4.93,-0.2410991,YES,Incorrectly Identified as Clean
42843,151993,Linked Directly to Google Search Result,.net,Less than 100 KB/s,339,738158,582,YES,56,YES,1,5.57,-0.4481056,YES,Incorrectly Identified as Clean
42844,152001,Linked Directly to Google Search Result,.com,Less than 100 KB/s,176,3618165,621,YES,300,NO,1,5.35,-1.00146,NO,Correctly Identified as Clean
42847,152005,Git Repository,.edu,Less than 100 KB/s,385,12939569,554,YES,1419,YES,1,5.05,-1.881658,NO,Correctly Identified as Clean
42851,152015,Well Known Software Download Websites,.com,1MB/s to 10MB/s,70,7617982,685,YES,712,NO,1,5.28,-1.22003,NO,Correctly Identified as Clean
42853,152023,Wordpress Powered Web Site,.com,Less than 100 KB/s,72,14899740,395,YES,1734,YES,1,5.11,0.05962068,YES,Correctly Identified as Malware
42854,152034,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,545,3618106,481,YES,300,NO,1,4.73,-0.4165504,YES,Correctly Identified as Malware
42864,152070,Well Known Software Download Websites,.com,Less than 100 KB/s,183,7375661,622,YES,684,YES,1,4.25,0.2002306,NO,Incorrectly Identified as Malware
42866,152083,Well Known Software Download Websites,.edu,Less than 100 KB/s,194,14149202,651,YES,1610,NO,1,5.87,-0.6289933,YES,Correctly Identified as Malware
42867,152086,Well Known Software Download Websites,.net,Less than 100 KB/s,121,14105186,594,NO,1603,NO,1,5.29,3.43465,NO,Correctly Identified as Clean
42872,152108,Git Repository,.com,Less than 100 KB/s,657,3712799,543,YES,308,YES,1,4.9,0.9038462,NO,Correctly Identified as Clean
42876,152117,Well Known Software Download Websites,.com,1MB/s to 10MB/s,538,4272383,502,YES,361,YES,1,4.26,0.9140222,YES,Correctly Identified as Malware
42877,152120,Well Known Software Download Websites,.com,Less than 100 KB/s,536,4115063,439,YES,346,YES,1,5.74,1.308562,NO,Incorrectly Identified as Malware
42880,152125,Wordpress Powered Web Site,.com,Less than 100 KB/s,227,20256509,522,NO,2769,YES,1,5.14,-2.135505,YES,Incorrectly Identified as Clean
42886,152143,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,466,10267359,639,NO,1039,NO,1,4.34,0.7083317,YES,Correctly Identified as Malware
42888,152147,Wordpress Powered Web Site,.net,Less than 100 KB/s,111,10800733,688,NO,1111,NO,1,5.36,-0.0467839,YES,Correctly Identified as Malware
42895,152172,Well Known Software Download Websites,.edu,Less than 100 KB/s,80,10158947,503,YES,1025,NO,1,4.73,0.7668833,NO,Incorrectly Identified as Malware
42900,152188,Linked Directly to Google Search Result,.net,Less than 100 KB/s,73,10695790,763,NO,1097,YES,1,4.85,-0.3140848,YES,Correctly Identified as Malware
42902,152195,Well Known Software Download Websites,.net,Less than 100 KB/s,72,4144461,590,NO,349,NO,1,5.53,0.9169417,NO,Correctly Identified as Clean
42906,152202,Linked Directly to Google Search Result,.com,Less than 100 KB/s,202,19444302,556,NO,2594,NO,1,4.27,0.9174367,NO,Incorrectly Identified as Malware
42910,152214,Well Known Software Download Websites,.net,1MB/s to 10MB/s,108,1004686,519,NO,77,NO,1,4.69,-1.311002,YES,Correctly Identified as Malware
42913,152220,Git Repository,.com,Less than 100 KB/s,33,727673,620,NO,55,YES,1,5.23,-0.255311,YES,Correctly Identified as Malware
42918,152240,Wordpress Powered Web Site,.com,Less than 100 KB/s,77,17586486,805,NO,2219,YES,1,3.18,0.2873368,NO,Correctly Identified as Clean
42921,152249,Linked Directly to Google Search Result,.com,Less than 100 KB/s,210,8783957,651,NO,850,YES,1,5.23,1.094332,YES,Correctly Identified as Malware
42926,152260,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,46,20084926,650,YES,2731,NO,1,4.61,-1.659787,NO,Correctly Identified as Clean
42927,152267,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,124,6162818,416,NO,551,YES,1,5.65,-0.6917625,YES,Correctly Identified as Malware
42929,152270,Well Known Software Download Websites,.net,Less than 100 KB/s,313,32814240,798,YES,6542,YES,1,5.33,0.5690602,YES,Correctly Identified as Malware
42931,152273,Linked Directly to Google Search Result,.net,Less than 100 KB/s,65,1888018,565,YES,148,YES,1,5.63,1.558603,YES,Correctly Identified as Malware
42933,152282,University Web Pages,.com,1MB/s to 10MB/s,237,10232488,605,NO,1035,NO,1,4.44,-2.00888,YES,Correctly Identified as Malware
42935,152286,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,334,13810650,727,NO,1555,YES,1,3.95,0.4140314,NO,Correctly Identified as Clean
42936,152291,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,240,12629564,601,NO,1373,NO,1,4.12,0.4540111,YES,Correctly Identified as Malware
42938,152293,Well Known Software Download Websites,.com,1MB/s to 10MB/s,779,9183714,494,YES,900,YES,1,4.24,1.927032,YES,Correctly Identified as Malware
42941,152309,Well Known Software Download Websites,.gov,Less than 100 KB/s,315,2752783,517,YES,222,NO,1,5.23,-0.3041544,NO,Correctly Identified as Clean
42944,152328,Well Known Software Download Websites,.net,1MB/s to 10MB/s,522,2974351,715,YES,241,NO,1,4.99,1.015843,NO,Incorrectly Identified as Malware
42947,152346,Well Known Software Download Websites,.com,Less than 100 KB/s,661,62798,582,YES,4,NO,1,5.44,0.1609827,NO,Correctly Identified as Clean
42948,152353,Well Known Software Download Websites,.com,Less than 100 KB/s,478,12288575,514,YES,1322,NO,1,4.78,-0.4041554,NO,Correctly Identified as Clean
42949,152354,Linked Directly to Google Search Result,.com,Less than 100 KB/s,92,25576202,624,YES,4102,YES,1,5.36,0.5843065,YES,Correctly Identified as Malware
42953,152379,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,370,5039940,525,YES,436,NO,1,4.96,-1.458062,NO,Correctly Identified as Clean
42954,152381,Well Known Software Download Websites,.com,Less than 100 KB/s,171,305302,540,NO,22,YES,1,5.17,0.9622131,NO,Correctly Identified as Clean
42959,152396,Git Repository,.net,Less than 100 KB/s,270,5976654,485,YES,532,YES,1,5.57,-2.534609,NO,Correctly Identified as Clean
42962,152405,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,81,2856298,614,YES,231,YES,1,5.2,-0.2341747,NO,Correctly Identified as Clean
42966,152413,Linked Directly to Google Search Result,.net,Less than 100 KB/s,293,1336762,546,YES,103,YES,1,5.1,-0.3639636,NO,Correctly Identified as Clean
42968,152418,Wordpress Powered Web Site,.com,Less than 100 KB/s,200,3109939,543,YES,254,NO,1,5.17,-2.359369,NO,Incorrectly Identified as Malware
42974,152434,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,257,1818856,505,YES,142,YES,1,4.69,0.4120451,YES,Incorrectly Identified as Clean
42976,152439,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,165,785361,370,YES,59,YES,1,4.49,-0.6345103,YES,Incorrectly Identified as Clean
42978,152446,Wordpress Powered Web Site,.edu,Less than 100 KB/s,59,6077005,646,YES,542,YES,1,5.28,-2.298064,YES,Incorrectly Identified as Clean
42979,152448,Well Known Software Download Websites,.com,Less than 100 KB/s,125,24475047,552,YES,3798,YES,1,5.05,-1.150198,YES,Correctly Identified as Malware
42982,152456,Wordpress Powered Web Site,.com,Less than 100 KB/s,38,23810770,326,YES,3622,YES,1,5.31,0.5380744,YES,Correctly Identified as Malware
42985,152470,Well Known Software Download Websites,.gov,Less than 100 KB/s,223,1832042,706,NO,143,NO,1,5.74,0.6410327,YES,Incorrectly Identified as Clean
42991,152511,Linked Directly to Google Search Result,.org,1MB/s to 10MB/s,323,6226735,451,NO,558,YES,1,4.21,-0.5785171,YES,Correctly Identified as Malware
42992,152512,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,626,193134,627,NO,14,NO,1,4.7,-0.3993491,YES,Correctly Identified as Malware
43002,152541,Well Known Software Download Websites,.com,Less than 100 KB/s,249,2680628,465,NO,216,YES,1,5.11,-1.031888,YES,Correctly Identified as Malware
43003,152543,Linked Directly to Google Search Result,.net,Less than 100 KB/s,107,2467826,606,YES,197,YES,1,5.14,-1.089276,YES,Incorrectly Identified as Clean
43005,152549,Linked Directly to Google Search Result,.com,Less than 100 KB/s,200,6540977,570,NO,592,YES,1,5.7,-0.247868,YES,Correctly Identified as Malware
43009,152562,Well Known Software Download Websites,.net,1MB/s to 10MB/s,154,406856,601,NO,30,YES,1,4.45,0.3308696,YES,Correctly Identified as Malware
43010,152565,Well Known Software Download Websites,.com,Less than 100 KB/s,437,1526382,669,YES,118,YES,1,5.29,2.712071,YES,Correctly Identified as Malware
43011,152566,Linked Directly to Google Search Result,.net,Less than 100 KB/s,244,9229696,670,YES,906,NO,1,5.1,0.4618748,NO,Correctly Identified as Clean
43014,152573,Wordpress Powered Web Site,.edu,1MB/s to 10MB/s,203,15750626,607,YES,1880,NO,1,4.12,0.4384745,YES,Correctly Identified as Malware
43028,152642,Linked Directly to Google Search Result,.com,Less than 100 KB/s,334,19146433,545,NO,2531,NO,1,5.51,-0.5924648,NO,Correctly Identified as Clean
43029,152646,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,406,431747,600,YES,32,YES,1,4.61,0.000521352,NO,Correctly Identified as Clean
43033,152660,Well Known Software Download Websites,.net,1MB/s to 10MB/s,411,4018496,587,NO,337,NO,1,4.51,-1.047213,YES,Correctly Identified as Malware
43034,152663,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,382,3466305,630,NO,286,NO,1,5.18,-0.5176936,NO,Correctly Identified as Clean
43038,152682,Well Known Software Download Websites,.net,Less than 100 KB/s,120,290727,517,NO,21,YES,1,4.98,-0.1410596,YES,Correctly Identified as Malware
43039,152684,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,183,11915752,618,NO,1267,YES,1,4.64,-0.00561927,NO,Correctly Identified as Clean
43042,152696,Well Known Software Download Websites,.com,Greater than 10MB/s,48,14130079,596,NO,1607,YES,1,4.99,-0.7659466,NO,Correctly Identified as Clean
43046,152702,Well Known Software Download Websites,.com,Less than 100 KB/s,58,1935312,528,NO,152,NO,1,5.1,-0.06100106,NO,Correctly Identified as Clean
43050,152721,Wordpress Powered Web Site,.com,Less than 100 KB/s,77,16335947,718,NO,1985,YES,1,3.79,2.854474,NO,Correctly Identified as Clean
43051,152722,Well Known Software Download Websites,.org,1MB/s to 10MB/s,119,5450651,752,NO,477,NO,1,5.78,-0.9691095,YES,Incorrectly Identified as Clean
43056,152742,Linked Directly to Google Search Result,.org,Less than 100 KB/s,168,775684,518,YES,59,NO,1,5.15,0.118667,NO,Correctly Identified as Clean
43060,152762,Linked Directly to Google Search Result,.com,Less than 100 KB/s,433,4870357,578,NO,419,YES,1,5.56,0.6746327,YES,Correctly Identified as Malware
43062,152769,Well Known Software Download Websites,.gov,Less than 100 KB/s,398,2265844,568,YES,180,YES,1,4.21,0.126603,NO,Correctly Identified as Clean
43066,152787,Well Known Software Download Websites,.gov,Less than 100 KB/s,508,8987068,552,YES,875,YES,1,5.87,0.2421894,YES,Incorrectly Identified as Clean
43067,152791,Well Known Software Download Websites,.edu,Less than 100 KB/s,461,4675762,671,NO,400,YES,1,4.6,1.092656,NO,Correctly Identified as Clean
43068,152793,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,66,13902486,401,NO,1570,YES,1,4.18,0.001970602,YES,Incorrectly Identified as Clean
43069,152794,Linked Directly to Google Search Result,.com,Less than 100 KB/s,117,9400311,610,YES,927,NO,1,4.89,0.2819018,YES,Correctly Identified as Malware
43071,152796,Linked Directly to Google Search Result,.net,Less than 100 KB/s,205,4931328,591,YES,425,YES,1,5.17,1.013162,YES,Incorrectly Identified as Clean
43073,152808,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,117,3148960,230,NO,257,YES,1,4.49,-0.4759064,YES,Incorrectly Identified as Clean
43075,152817,Well Known Software Download Websites,.net,1MB/s to 10MB/s,98,1469234,614,NO,114,NO,1,4.6,-2.431673,YES,Correctly Identified as Malware
43076,152818,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,403,2153664,543,YES,170,YES,1,5.1,1.958612,YES,Incorrectly Identified as Clean
43086,152844,Linked Directly to Google Search Result,.com,Less than 100 KB/s,308,5874798,686,NO,521,NO,1,5.98,0.669509,YES,Correctly Identified as Malware
43087,152847,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,266,8895979,266,NO,864,YES,1,4.43,0.02751293,YES,Correctly Identified as Malware
43088,152849,Linked Directly to Google Search Result,.com,Less than 100 KB/s,51,21357637,621,YES,3018,NO,1,5.07,-0.2551186,NO,Correctly Identified as Clean
43093,152872,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,396,31771478,460,YES,6139,NO,1,3.34,-1.406487,YES,Incorrectly Identified as Clean
